id,title_en,category,relevance,purpose,theme,monthly,n_rows,n_time,t_start,t_end,median,magnitude_order,top_entities
1166,Goods import CIF prices (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),national_single,1,1,59,2021-M01,2025-M11,15562.3,4,Republic of Uzbekistan
1170,Export volume by country (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,233,63,2021-M01,2026-M03,3.0,7,Cuba | Côte d’Ivoire | Papua New Guinea | Tuvalu | Chad
1173,Import volume by country (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,200,66,2021-M01,2026-M03,67.9,7,Cuba | Côte d’Ivoire | Tuvalu | Chad | Albania
1496,Services export by type (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,10,63,2021-M01,2026-M03,51.25,4,Export of services | Maintenance and repair services not elsewhere classified | Transport | Trips (tourism) | Insurance and pension services
1498,Services import by type (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,11,63,2021-M01,2026-M3,81.3,3,Export of services | Import Services | Maintenance and repair services not elsewhere classified | Transport | Trips (tourism)
1503,ICT services import (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,5,15,2010,2024,6206.4,5,Telecommunication services | Computer software | Other computer services | Information agency services | Other information services
1504,ICT services export,foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,5,15,2010,2024,3165.4,5,Telecommunication services | Computer software | Other computer services | Information agency services | Other information services
2364,Foreign trade volume by country (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,237,16,2009,2024,46.0,7,Cuba | Côte d’Ivoire | Papua New Guinea | Tuvalu | Chad
2365,Export composition SITC-2008 (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,11,15,2010,2024,983.9,3,Machines and transport equipment | Various finished products | Other goods | Services | Beverages and tobacco
2366,Import composition SITC-2008 (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,11,15,2010,2024,970.2,4,Machines and transport equipment | Various finished products | Other goods | Services | Beverages and tobacco
2401,Foreign trade volume (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),national_with_regions,1,221,75,2020-M01,2026-M03,21.8,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
2407,Export volume (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),national_with_regions,1,221,75,2020-M01,2026-M03,9.1,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
2414,Import volume (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),national_with_regions,1,221,75,2020-M01,2026-M03,10.5,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
2418,Foreign trade volume by country (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,224,63,2021-M01,2026-M03,99.0,7,Cuba | Côte d’Ivoire | Papua New Guinea | Tuvalu | Chad
3079,Goods export HS 2-digit (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,96,39,2023-M01,2026-M03,9166.1,7,"Articles of clothing and clothing accessories, other than knitted or crocheted | Cotton | Cork and its products | Tobacco and industrial tobacco substitutes; products containing or not containing nicotine intended to be inhaled without burning; other products containing nicotine and intended for the intake of nicotine into the human body | Salt; sulphur; earths and stone; plastering materials, lime and cement"
3080,Goods export HS 2-digit change (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,96,39,2023-M01,2026-M03,1990.75,6,"Articles of clothing and clothing accessories, other than knitted or crocheted | Cotton | Cork and its products | Tobacco and industrial tobacco substitutes; products containing or not containing nicotine intended to be inhaled without burning; other products containing nicotine and intended for the intake of nicotine into the human body | Salt; sulphur; earths and stone; plastering materials, lime and cement"
3082,Export composition SITC (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,11,63,2021-M01,2026-M03,491.4,4,Machines and transport equipment | Various finished products | Other goods | Services | Beverages and tobacco
3083,ICT goods export (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,76,15,2010,2024,0.0,4,"851762 Machines for the reception, conversion & transmission/regeneration of voice,images/other data, incl. switching & routing apparatus | 851829 Loudspeakers n.e.s. in 85.18, whether/not mounted in their enclosures | 854130 Thyristors, diacs & triacs (excl. photosensitive devices) | 852841 Cathode-ray tube monitors , of a kind solely/principally used in an automaticdata processing system of heading 84.71 | 852990 Other parts suitable for use solely/principally with the apparatus of headings85.25 to 85.28., other than aerials & aerial reflectors of all kinds"
3086,Import composition SITC (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,11,63,2021-M01,2026-M03,823.7,4,Machines and transport equipment | Various finished products | Other goods | Services | Beverages and tobacco
3088,Goods import HS 2-digit (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,96,39,2023-M01,2026-M03,33474.45,6,"Articles of clothing and clothing accessories, other than knitted or crocheted | Cotton | Cork and its products | Tobacco and industrial tobacco substitutes; products containing or not containing nicotine intended to be inhaled without burning; other products containing nicotine and intended for the intake of nicotine into the human body | Salt; sulphur; earths and stone; plastering materials, lime and cement"
3089,Goods import HS 2-digit change (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,1,96,39,2023-M01,2026-M03,7272.7,5,"Articles of clothing and clothing accessories, other than knitted or crocheted | Cotton | Cork and its products | Tobacco and industrial tobacco substitutes; products containing or not containing nicotine intended to be inhaled without burning; other products containing nicotine and intended for the intake of nicotine into the human body | Salt; sulphur; earths and stone; plastering materials, lime and cement"
3090,ICT goods import (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,89,15,2010,2024,384.4,5,"851762 Machines for the reception, conversion & transmission/regeneration of voice,images/other data, incl. switching & routing apparatus | 851829 Loudspeakers n.e.s. in 85.18, whether/not mounted in their enclosures | 854130 Thyristors, diacs & triacs (excl. photosensitive devices) | 852841 Cathode-ray tube monitors , of a kind solely/principally used in an automaticdata processing system of heading 84.71 | 852990 Other parts suitable for use solely/principally with the apparatus of headings85.25 to 85.28., other than aerials & aerial reflectors of all kinds"
3165,Export volume by continent (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,6,15,2010,2024,44.55,4,Europe | Asia | North America | South America | Africa
3166,Import volume by continent (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,6,15,2010,2024,343.55,4,Europe | Asia | North America | South America | Africa
3438,Software expenditure share of GDP,gdp,POSSIBLE,MACRO DRIVER (sectoral GDP / GVA),national_single,0,1,4,2021,2024,0.135,-1,Republic of Uzbekistan
460,Industrial product per-capita (annual),industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_single,0,1,16,2010,2025,10.65,1,Republic of Uzbekistan
463,Consumer goods per-capita (annual),industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_single,0,1,16,2010,2025,19.1,1,Republic of Uzbekistan
545,Industrial production growth rate (monthly),industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_single,0,1,16,2010,2025,102.5,2,Republic of Uzbekistan
549,Mining output growth (monthly),industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_single,0,1,16,2010,2025,34.5,1,Republic of Uzbekistan
581,Consumer goods production (annual),industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,221,13,2010,2022,117.7,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
602,Consumer goods growth rate,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,221,13,2010,2022,108.6,3,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
611,Per-capita consumer goods composition,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,international,0,4,13,2010,2022,657.4,3,Consumer products | Wine-vodka products and beer | Non-food products | Food products
623,Consumer goods composition,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,international,0,4,13,2010,2022,20288.1,5,Consumer products | Wine-vodka products and beer | Non-food products | Food products
630,Per-capita consumer goods growth,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,15,13,2010,2022,107.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1177,Consumer goods growth composition,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,international,0,4,13,2010,2022,108.1,2,Consumer products | Wine-vodka products and beer | Non-food products | Food products
1178,Per-capita industrial production volume,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,15,15,2010,2024,4170.8,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1180,Per-capita industrial production growth,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,15,15,2010,2024,104.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1182,Per-capita consumer goods volume,industry,POSSIBLE,INDUSTRIAL ACTIVITY DRIVER,national_with_regions,0,15,13,2010,2022,1251.3,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1332,Per-capita fixed-capital investment (quarterly),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,15,25,2020-Q1,2026-Q1,4361.1,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1334,State-budget share in fixed-capital investment,investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,15,25,2000,2024,8.0,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1337,Self-financed share in fixed-capital investment,investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,15,25,2000,2024,49.1,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1338,Bank-credit share in fixed-capital investment,investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,15,25,2000,2024,7.1,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1339,Attracted-funds share in investment,investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,15,25,2000,2024,50.9,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1341,Investment in vocational colleges (student places),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_single,0,1,25,2000,2024,8.9,2,Republic of Uzbekistan
1342,Investment in academic lyceums (student places),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_single,0,1,25,2000,2024,1.5,1,Republic of Uzbekistan
1907,New schools commissioned (student places),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,221,15,2010,2024,0.3,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1910,New hospitals commissioned (bed count),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,221,15,2010,2024,0.0,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1913,New polyclinics commissioned (visits),investment,POSSIBLE,INVESTMENT DRIVER (capacity buildout proxy),national_with_regions,0,221,15,2010,2024,0.0,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
551,Young/elderly workers (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,15,16,2010,2025,6.4,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
566,Economically inactive population (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,221,16,2010,2025,19.7,3,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1310,Officially registered unemployed (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,15,16,2010,2025,910.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1313,Unemployment count (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,221,16,2010,2025,4.2,3,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1872,State sector employment (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,15,16,2010,2025,172.8,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1873,Non-state sector employment (thsd),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,15,16,2010,2025,822.6500000000001,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2816,"Labour resources, urban (thsd)",labour,POSSIBLE,LABOUR DRIVER,national_with_regions,0,15,15,2010,2024,770.1,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2962,Construction sector wages (quarterly),labour,POSSIBLE,LABOUR DRIVER,national_with_regions,1,15,75,2020-M01,2026-M03,3800240.9,7,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
352,Income composition share (primary),living,POSSIBLE,living,national_single,0,1,16,2010,2025,78.6,1,Republic of Uzbekistan
372,Income composition share (transfers),living,POSSIBLE,living,national_single,0,1,16,2010,2025,21.4,1,Republic of Uzbekistan
449,Households with 1 person,living,POSSIBLE,living,national_single,0,1,16,2010,2025,2.8,0,Republic of Uzbekistan
467,Households with 5+ persons,living,POSSIBLE,living,national_single,0,1,16,2010,2025,61.75,1,Republic of Uzbekistan
508,Households without children <16,living,POSSIBLE,living,national_single,0,1,16,2010,2025,25.85,1,Republic of Uzbekistan
514,Households with children <16,living,POSSIBLE,living,national_single,0,1,16,2010,2025,74.15,1,Republic of Uzbekistan
523,Single-child households,living,POSSIBLE,living,national_single,0,1,16,2010,2025,24.15,1,Republic of Uzbekistan
528,Two-child households,living,POSSIBLE,living,national_single,0,1,16,2010,2025,26.200000000000003,1,Republic of Uzbekistan
538,Three-child households,living,POSSIBLE,living,national_single,0,1,16,2010,2025,16.65,1,Republic of Uzbekistan
579,Mobile phones per 100 households,living,POSSIBLE,living,national_single,0,1,16,2010,2025,44.0,1,Republic of Uzbekistan
585,Basic drinking water (urban),living,POSSIBLE,living,national_single,0,1,16,2010,2025,94.6,2,Republic of Uzbekistan
596,Basic drinking water (rural),living,POSSIBLE,living,national_single,0,1,16,2010,2025,83.55000000000001,2,Republic of Uzbekistan
603,Basic drinking water (total),living,POSSIBLE,living,national_single,0,1,16,2010,2025,89.1,2,Republic of Uzbekistan
606,Safe drinking water (urban),living,POSSIBLE,living,national_single,0,1,16,2010,2025,99.1,2,Republic of Uzbekistan
612,Safe drinking water (rural),living,POSSIBLE,living,national_single,0,1,16,2010,2025,97.05,2,Republic of Uzbekistan
619,Safe drinking water (total),living,POSSIBLE,living,national_single,0,1,16,2010,2025,98.2,2,Republic of Uzbekistan
624,Gini coefficient (income inequality),living,POSSIBLE,living,national_single,0,1,16,2010,2025,0.2795,-1,Republic of Uzbekistan
1737,Share of low-income population (%),living,POSSIBLE,living,national_with_regions,0,15,11,2010,2020,13.5,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3495,Poverty rate (%),living,POSSIBLE,living,national_with_regions,0,15,5,2021,2025,10.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1286,CPI dynamics by COICOP-2018,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,17,64,2021-M01,2026-M04,100.57,2,Cumulative index | Food products | Non-food products | Services | Food and non-alcoholic drinks
1287,CPI weights,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,28,11,2010,2020,0.02897,0,Cumulative index | Food products | Non-food products | Services | Bakery products
1288,CPI weights by COICOP-2018,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,17,6,2021,2026,0.06906,0,Cumulative index | Food products | Non-food products | Services | Food and non-alcoholic drinks
1290,Annual CPI by COICOP vs prior December,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,17,5,2021,2025,108.8,2,Cumulative index | Food products | Non-food products | Services | Food and non-alcoholic drinks
1292,Annual CPI by COICOP YoY,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,17,5,2021,2025,109.5,2,Cumulative index | Food products | Non-food products | Services | Food and non-alcoholic drinks
1296,Communication service tariff (monthly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,3,124,2016-М01,2026-M04,100.0,2,J. INFORMATION AND COMMUNICATION | Wired communication services | Provision of wireless services
1297,Communication service tariff (annual),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_single,0,1,26,2000,2025,108.535,2,Republic of Uzbekistan
1298,Communication service tariff (YoY),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_single,0,1,26,2000,2025,109.85,2,Republic of Uzbekistan
1302,CPI quarter-on-quarter dynamics,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_single,0,1,16,2010,2025,111.6,2,Republic of Uzbekistan
1303,Annual CPI sub-component,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_single,0,1,16,2010,2025,111.85,2,Republic of Uzbekistan
1306,Regional CPI variant 1 (quarterly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_with_regions,0,15,24,2020-Q2,2026-Q1,100.95,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1307,Regional CPI variant 2 (quarterly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),national_with_regions,0,15,24,2020-Q2,2026-Q1,101.1,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1320,"PPI by HS classification, growth (monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,116,87,2019-М01,2026-M03,100.2,3,"Composite index | LIVE ANIMALS; ANIMAL PRODUCTS | LIVE ANIMALS | MEAT AND  MEAT PREPARATIONS | FISH, CRUSTACEANS, MOLLUSCS AND AQUATIC INVERTEBRATES, AND PREPARATIONS THEREOF"
1323,"PPI by HS classification, growth (annual)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,116,7,2019,2025,110.05,3,"Composite index | LIVE ANIMALS; ANIMAL PRODUCTS | LIVE ANIMALS | MEAT AND  MEAT PREPARATIONS | FISH, CRUSTACEANS, MOLLUSCS AND AQUATIC INVERTEBRATES, AND PREPARATIONS THEREOF"
1327,"Agricultural product prices, annual basis (monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,41,160,2013-М01,2026-М04,4010.25,5,Rice | Barley | Wheat | Corn | Bran
1329,Agricultural product price growth (monthly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,42,64,2021-М01,2026-M04,10364.55,5,Rice | Barley | Wheat | Corn | Bran
1576,Industrial PPI weights,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,16,5,2022,2026,0.0884185,-1,"Mining and quarrying | Manufacturing industry | Electricity, gas, steam and air conditioning | Water supply; sewerage, waste collection and disposal | Manufacturing of food products"
1579,Transport/storage PPI by sub-mode (monthly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,15,124,2016-М01,2026-M04,100.0,2,H. TRANSPORT AND STORAGE | Land and pipeline transport | Intercity passenger rail | Goods train | Other passenger land transport
1581,Monthly industrial PPI,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,16,160,2013-M01,2026-M04,100.4,2,"Composite index | Mining and quarrying | Manufacturing industry | Electricity, gas, steam and air conditioning | Water supply; sewerage, waste collection and disposal"
2961,Agriculture/forestry/fishery PPI (quarterly),prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,4,16,2022-Q2,2026-Q1,102.6,2,"Agriculture, forestry and fisheries | Agricultural, hunting products and services in these areas | Forestry, wood products and related services | Fish and other fishery products; fishery products; fishing and related services"
3771,Ag product prices variant 1,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3603.5,5,Rice | Barley | Wheat | Corn | Bran
3772,Ag product prices variant 2,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3427.0,5,Rice | Barley | Wheat | Corn | Bran
3773,Ag product prices variant 3,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3449.5,5,Rice | Barley | Wheat | Corn | Bran
3774,Ag product prices variant 4,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3511.0,5,Rice | Barley | Wheat | Corn | Bran
3775,Ag product prices variant 5,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3505.0,5,Rice | Barley | Wheat | Corn | Bran
3776,Ag product prices variant 6,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3526.5,5,Rice | Barley | Wheat | Corn | Bran
3777,Ag product prices variant 7,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3548.0,5,Rice | Barley | Wheat | Corn | Bran
3778,Ag product prices variant 8,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3440.0,5,Rice | Barley | Wheat | Corn | Bran
3779,Ag product prices variant 9,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,41,160,2013-M01,2026-M04,3488.0,5,Rice | Barley | Wheat | Corn | Bran
3780,Ag product prices variant 10,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,41,160,2013-M01,2026-M04,4660.0,5,Rice | Barley | Wheat | Corn | Bran
3781,Ag product prices variant 11,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3839.0,5,Rice | Barley | Wheat | Corn | Bran
3782,Ag product prices variant 12,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3699.5,5,Rice | Barley | Wheat | Corn | Bran
3783,Ag product prices variant 13,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,42,160,2013-M01,2026-M04,3658.5,5,Rice | Barley | Wheat | Corn | Bran
3784,Ag product prices variant 14,prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,1,41,160,2013-M01,2026-M04,3556.5,5,Rice | Barley | Wheat | Corn | Bran
4500,"Regional all-goods CPI (region 1, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-М04,100.33,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4501,"Regional all-goods CPI (region 2, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.2,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4502,"Regional all-goods CPI (region 3, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.17,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4503,"Regional all-goods CPI (region 4, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.2,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4504,"Regional all-goods CPI (region 5, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.165,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4505,"Regional all-goods CPI (region 6, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.235,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4506,"Regional all-goods CPI (region 7, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.26,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4507,"Regional all-goods CPI (region 8, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.14,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4508,"Regional all-goods CPI (region 9, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.235,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4509,"Regional all-goods CPI (region 10, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.18,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4510,"Regional all-goods CPI (region 11, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.155,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4511,"Regional all-goods CPI (region 12, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.2,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4512,"Regional all-goods CPI (region 13, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.215,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4513,"Regional all-goods CPI (region 14, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.19,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
4514,"Regional all-goods CPI (region 15, monthly)",prices,POSSIBLE,PRICE / TARIFF DRIVER (for elasticity),international,0,36,16,2025-М01,2026-M04,100.155,2,COMPOSITE INDEX | FOOD PRODUCTS | Round grain rice | First grade wheat flour | Beef (except boneless meat)
